index,id,created_at,user_id,text,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
286,1.23E+18,2020-02-29 18:22:15+00:00,95590206.0,"a membership with cure’s concierge service is your ticket to a better life. if you’re looking for unprecedented 24/7 access to the best medical care available, this is the best deal in town.concierge members are… https://t.co/kesrhvmyp1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,1.21E+18,2020-01-06 03:43:29+00:00,512525777.0,me cheering awkwafina to everything she deserves https://t.co/nejzdmvkc8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
497,1.27E+18,2020-06-22 06:55:46+00:00,7.18157E+17, bruh you’re not gonna not wanna be rich because of higher taxes. you’re still gonna be allowed to be a billionaire.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,1.23E+18,2020-02-15 06:27:39+00:00,2391735781.0, i miss you too! hope your valentines was extra special and i’ll get to see you soon! 🥰💖,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,1.26E+18,2020-05-14 21:22:59+00:00,1690186524.0, wow. it's almost like you have someone just printing money for you. must be nice.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,1.27E+18,2020-06-01 05:04:12+00:00,21145221.0,"#chicken #chashu #pesto #ramen...#globalistrecipes #cheatday #quarantinecooking #asianfusion #martiallaw #whitenationalistshaveinfiltratedlawenforcement @ sherman oaks, california https://t.co/oj8mfugfrp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,1.25E+18,2020-04-08 09:40:00+00:00,27341776.0,they’re good lads who exercise good praxis at all times. snag this asap,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
555,1.3E+18,2020-08-25 03:43:15+00:00,393695853.0, we love you jenny 💙,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0
830,1.27E+18,2020-06-08 18:19:49+00:00,10399172.0," well, everything except police violence, racism, and the number of people protesting against trump. those are all at all time high",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1.24E+18,2020-03-27 15:00:42+00:00,1.24186E+18," let's also thank the easter bunny, santa claus, tooth fairy, and all the orange ooompa loompas for allowing america's intelligence-challenged, arrested development idiots to live on planet plutocrat la-la liar. oh, and emperor, love your clothes!!",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
451,1.29E+18,2020-07-21 05:12:53+00:00,181340030.0,"l.a. county reports hospitalizations at all-time high; officials cite concerns for pregnant women, younger people https://t.co/n5oyaup6wb",1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
502,1.24E+18,2020-03-17 01:47:04+00:00,2224581823.0,thanks for the inspiration nando! 🚲💙 https://t.co/29nedkajxb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,1.23E+18,2020-03-03 03:59:17+00:00,1546639022.0,?a.i.d.$ giving homosexual david bovvie is deadi hear the pure jew is $tigl fu¢king after pope pius fo.r. his ™¢oncentratioon camp{€∆},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1.28E+18,2020-06-26 17:13:51+00:00,2528253098.0,my dad tried to surprise us and buy us jetskies for havasu and he said he went down to the place in banning and they were all sold out 😂😭 we love angelo 😂❤️,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
770,1.31E+18,2020-09-13 06:17:26+00:00,1.00205E+18,naomi osaka pays tribute to kobe bryant following her us open win  https://t.co/ztblx7enoj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1.28E+18,2020-07-17 06:01:45+00:00,9.37202E+17,absolutely! but it’s not going to work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
325,1.25E+18,2020-04-15 04:26:13+00:00,61332082.0,"yes, you’re right about that. the *frequency* of federal elections is set in the constitution (the house and 1/3 of the senate every 2 years, the president every 4).  the 20th amendment sets the end of congress’ and the president’s term in january (the 3rd and 20th respectively).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,1.23E+18,2020-02-11 03:21:54+00:00,70046515.0,the problem: women always go to the bathroom together.the solution: https://t.co/h0qdyjafko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1.23E+18,2020-02-22 08:04:31+00:00,2281730617.0,i don’t know why she told me that for but i made someone happy 😊 and i made her day and she also told me can i get a free drink and i told her i can see,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
390,1.25E+18,2020-04-01 21:45:27+00:00,8891042.0,why is it that whenever there's a deadline approaching &amp;/or that you're waiting on sources to get back to you that the urge to nap also rises? sometimes i really feel like i need to switch to coffee already.  aye dios mio.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
688,1.22E+18,2020-01-20 01:07:22+00:00,130233037.0,had a great time at a standing room meetup this past wed! see you next month! #meetup #cannabiscommunity #sccbig @ aeon botanika wellness https://t.co/fbghzvlq5g,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
669,1.28E+18,2020-07-13 07:12:17+00:00,9.56715E+17," plz remember to pray during times of tribulation, fam 🙏🏿💕🙏🏽",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233,1.24E+18,2020-03-09 04:10:32+00:00,1117970959.0,"grateful to be a woman + all the women in our lives + in this world 🌸🙏🏼💗  may we continue to glow and love unconditionally✨we love each and every one of you xo #internationalwomensday @ manhattan beach, california https://t.co/6d0io4om2d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
798,1.23E+18,2020-02-09 22:03:17+00:00,1340596500.0,#kobebryant #ripkobebryant #24 #8 #lakers #staplescenter #kobe #lakernation #la @ staples center https://t.co/qxbi5mximx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1.22E+18,2020-01-20 02:51:20+00:00,2929078309.0, beautifully said💜#shineon☀️🌞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
651,1.26E+18,2020-04-28 18:38:52+00:00,1.12839E+18,my resting bitch face is mistaken for the mean girl,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,1.34E+18,2020-12-27 23:51:11+00:00,1376065056.0,goff sucky thumb game😤,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
289,1.29E+18,2020-08-01 23:08:24+00:00,4191239027.0,2307zn998sd county of riverside californian33.7985 w117.3814altitude: 2475ft https://t.co/cyguh6f6xk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,1.26E+18,2020-04-30 01:53:14+00:00,7.89639E+17,rolls royces are literally one of the worst cars ever it’s just a fat 300c and somehow even slower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,1.32E+18,2020-11-04 06:49:26+00:00,7.46084E+17," honestly i haven’t even met a tonfrom the two or so i have though, i’d way more quickly say “sexy” or even “charismatic” but not intelligent, at least not in some commonly thought of wayyou’re attractive for example, you’re prob aries 😂",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
434,1.26E+18,2020-04-30 18:16:54+00:00,32113781.0,we must be a voice for the voiceless!,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
162,1.3E+18,2020-08-24 04:44:16+00:00,28913529.0,ready for labor day weekend 😛😛,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
745,1.25E+18,2020-04-04 02:10:46+00:00,1.15635E+18,i’m taking so many sexy photos &amp; thirst traps after this quarantine 🤗😛,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
330,1.3E+18,2020-08-24 01:04:27+00:00,14521762.0, for republicans latinos and blacks are expendables,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0
174,1.26E+18,2020-05-25 17:57:37+00:00,1.14215E+18,starting on netflix... i hope it’s good,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0
363,1.34E+18,2020-12-24 16:30:57+00:00,2259473810.0,the fact that nobody’s gifts are wrapped lmao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
526,1.24E+18,2020-03-15 06:53:20+00:00,1.0727E+18,i miss raven so much 🥺🥺,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71,1.34E+18,2020-12-30 17:55:59+00:00,119540553.0, that turn is 🤮,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
480,1.22E+18,2020-01-30 23:00:30+00:00,61772051.0,another interesting #patents development.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
776,1.22E+18,2020-01-28 05:38:55+00:00,1.00842E+18,kobe bryant ft. tyra banks - kobe [lyrics] https://t.co/qgv4ijuvp1 via,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,1.3E+18,2020-09-11 00:53:51+00:00,45546421.0,literally says it all. #blacklivesmatter,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1.26E+18,2020-05-06 00:35:35+00:00,39402350.0, i don’t think the audience would be as big but it would definitely gather some fans. look at the wolverine podcast or even book recordings famous actors reading reading famous books. i’ve heard people reading comic books on youtube .  doable !,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,0
260,1.34E+18,2020-12-31 06:42:59+00:00,447309963.0,i’m so sad... 2020 really is the worst year of my life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
536,1.26E+18,2020-05-02 19:42:48+00:00,1.256E+18,again id sell my soul to see toopoor dj https://t.co/v6jytltqfi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
773,1.22E+18,2020-01-26 20:14:31+00:00,358296892.0,r.i.p. to a true g.o.a.t. 🤦🏽‍♂️ #kobebryant #rip #losangeles #nba #tragic #badnews #greatestofalltime #cantbelieveit #letsplayball #lakers #whylord #2020 #nbadraft #legend #neverbeanother… https://t.co/f1rmdnf8dk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1.23E+18,2020-02-21 20:12:17+00:00,8.68283E+17,...n0se appetizing company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,1.28E+18,2020-06-29 18:36:29+00:00,521928505.0, lmao same thing happened to me and i cried 😂😂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
846,1.22E+18,2020-01-14 01:58:04+00:00,21394805.0, someone said this about biggie and bruh 😂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,1.25E+18,2020-04-22 20:18:18+00:00,221947623.0,the hoe thoughts in quarantine are too damn much lol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
729,1.29E+18,2020-07-28 17:40:41+00:00,9.90168E+17,"because, using breitbart doctors’ logic, we can literally prove that more people with covid-19 recovered after drinking this than after taking hydroxychloroquine. https://t.co/rqf10v8msh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1.22E+18,2020-01-26 21:18:16+00:00,1.13687E+18,i can’t even believe this shit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,1.23E+18,2020-03-01 17:04:34+00:00,1.08739E+18,"the way gaga, doja, &amp; dua has started pop music for us this decade... gives me hope",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393,1.3E+18,2020-08-20 18:29:30+00:00,23368393.0, i thought you were,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.23E+18,2020-02-22 07:34:31+00:00,353375667.0, omg wth what a deuce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
709,1.25E+18,2020-04-13 02:22:53+00:00,21914895.0, these are those “low level” criminals being released to torment us. sad thing is the police probably took him to jail where he was quickly released back into the streets. it’s sickening! 😡,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
396,1.25E+18,2020-04-11 19:58:55+00:00,1285162760.0,this season / episode package of america blows. not even a catchy mike post theme can help it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,1.25E+18,2020-04-04 08:43:00+00:00,1.06945E+18,this is the funniest thing today! 😭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
695,1.3E+18,2020-09-12 04:24:27+00:00,1396122516.0," it’ll happen, we must continue to add listeners and take over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,1.29E+18,2020-08-15 23:57:15+00:00,874600686.0, the repairs aint worth it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
476,1.22E+18,2020-02-02 17:54:46+00:00,1255951830.0, me too girl it’s all good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
485,1.21E+18,2020-01-07 11:21:57+00:00,1.02451E+18,how come those who stand up 42 reproductive rights aren't reproducing? if u want 2r be reproductive you must have babies tor do that. i don't know that's just me maybe i'm wrong. but if you want reproductive rights this country will give you all the right you want to have a baby,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
106,1.34E+18,2020-12-31 00:03:28+00:00,72904301.0, he’s a fuckboy...hahaha...,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
517,1.27E+18,2020-06-16 21:11:31+00:00,42048593.0, another lie. trump always lies.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
460,1.23E+18,2020-02-05 20:07:47+00:00,213277666.0,y'all in the new saw trailer chris rock is full zaddy mode. he looks damn sexy.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
219,1.33E+18,2020-11-20 05:36:11+00:00,1442533153.0,"i unfollowed too many ppl, timeline be dry now 😅",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
322,1.34E+18,2020-12-23 20:06:51+00:00,44897078.0,some idiot probably flew there for thanksgiving,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
303,1.33E+18,2020-11-10 08:45:56+00:00,1408889839.0,need my back rubbed smh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,1.27E+18,2020-06-03 15:13:28+00:00,168769384.0,"on a side note, the coronavirus is literally laughing its microscopic ass off considering the amount of infenctions that are going to rise up in the coming weeks. lmao be safe, stay healthy, be human! 🤟🏽",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,1.31E+18,2020-10-05 10:32:28+00:00,230070961.0,i wonder which costumes the yakusa group plan to wear this halloween... something in stripes? https://t.co/qdx3mbnbxo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
576,1.33E+18,2020-11-13 08:24:15+00:00,28407739.0,bc someone (alejandra) doesnt know their place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,1.24E+18,2020-03-16 23:55:27+00:00,9.62234E+17, i just pulled up to work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1.28E+18,2020-07-06 11:02:57+00:00,104602193.0,repugnantkkkans culture  war to try to rewrite history. there will be no revision this time. change is coming.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,1.22E+18,2020-01-29 20:39:25+00:00,1592302153.0, is so cute sis 💖,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
475,1.29E+18,2020-07-22 05:39:32+00:00,2362243668.0, she also bought stocks in zoom when zoom was virtually unknown company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1.31E+18,2020-10-08 18:03:02+00:00,22086087.0,once you let fear replace love hate is born because ppl fear what they think will hurt them and then they hate the supposed hurter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,1.25E+18,2020-04-15 15:55:47+00:00,49201075.0,hydrogen peroxide therapy- information and instruction with dr. mercola https://t.co/cmwj7zbbcw via    covid19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,1.33E+18,2020-11-23 17:31:51+00:00,32113781.0,but organized religions are not interested in peace – they are interested in becoming more and more powerful and dominant. inside your soul is the way to god and the infinite freedom from all forms of oppression you seek. #earthcrisis #newplan #votethemallout,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,1.26E+18,2020-05-18 22:04:33+00:00,9.01989E+17,pro life activists are fighting to not wear masks while they’re killing the vulnerable without remorse. tell me why i shouldn’t be allowed to have an abortion again?,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
229,1.33E+18,2020-11-30 01:56:54+00:00,414594063.0,"happy birthday to one of the good guys!  i hope you have an amazing day,!  #gohawks #seahawks https://t.co/coqnmcofn5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,1.3E+18,2020-08-21 04:54:04+00:00,1.14625E+18,"whoo, i’ve been so busy all day. i’ve been drawing few storms lately. i really need to rest my hands (my drawing right hand 🖐 to be extant) by putting them in a bowl of ice 🧊 🧊 right now. my hands 🤲 hurts. #tweet #express #gif #emotion https://t.co/u8ky5oyfwm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1.24E+18,2020-03-05 04:23:42+00:00,1.03336E+18,bless bless blessity bless bless *fart* bless me!,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
733,1.25E+18,2020-04-12 07:21:56+00:00,4518977788.0,quarantine making me have some bad attitude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,1.22E+18,2020-01-30 19:40:59+00:00,1.09406E+18,i told my mom let’s go to in n out and i’ll buy and this woman goes “let’s get you a salad.” ma’am what????,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
510,1.26E+18,2020-05-07 05:10:04+00:00,390560316.0, barnhill: “a private person may arrest an offender if the offense is committed in his presence or within his immediate knowledge.”so this old white guy is ok with a citizens arrest ending in a murder? people need to not only investigate the ex-cops past work but his as well,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
537,1.29E+18,2020-07-24 19:51:35+00:00,56216470.0, they’re amazing 😭❤️🔥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
296,1.24E+18,2020-03-22 03:02:31+00:00,2720013139.0,the last 3 days has made it for me to want to go home and stay there and not come back for a long long time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,1.26E+18,2020-05-16 03:09:58+00:00,2423875429.0,so who’s coming over to take shots w me during deorro https://t.co/0wbcw8ix3s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,1.3E+18,2020-09-03 18:00:55+00:00,488761943.0,the and student affairs departments are partnering to welcome all cultures to #thebeach https://t.co/mz6ycaosav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
574,1.23E+18,2020-02-27 20:53:36+00:00,7.82699E+17,"republicans gave us an authoritarian president who spits on our constitution and has deemed himself above the law.get rid of these traitors!!vote for a woman with integrity, courage, morals and honor. https://t.co/vbnbd7h2yo",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1.27E+18,2020-06-03 14:07:14+00:00,1.00044E+18,am i still gonna see u next month or no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1.34E+18,2020-12-13 06:24:24+00:00,1.06397E+18, jimmy page - dazed and confused,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,1.23E+18,2020-02-06 21:54:34+00:00,8.92557E+17,"if you don’t sin, then jesus died for nothing",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
566,1.33E+18,2020-11-07 17:48:33+00:00,364725160.0, please leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,1.25E+18,2020-04-07 00:31:06+00:00,155720430.0,"whatever suggestions biden gave, expect this administration to do the opposite.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,1.28E+18,2020-06-29 01:45:29+00:00,22062349.0, zbigniew preisner's requiem for a friend,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
479,1.28E+18,2020-07-12 16:33:05+00:00,16602233.0,this! #economicjustice is #racialjustice!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,1.33E+18,2020-11-24 20:09:35+00:00,61634106.0, so proud of what you are doing in georgia. you rock!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
554,1.22E+18,2020-02-04 21:08:56+00:00,553819609.0,🗣️🗣️🗣️ i've been saying this !,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1.31E+18,2020-09-27 13:29:08+00:00,1414684496.0,"usgs reports a m1.12 earthquake, 7km nw of the geysers, ca on 9/27/20 @ 13:26:49 utc https://t.co/y4i16njq3q #earthquake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1.25E+18,2020-04-01 02:56:57+00:00,342967955.0, maybe pink shoulda sold tp 🥴😂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
742,1.24E+18,2020-03-28 00:29:34+00:00,9.78039E+17,when this quarantine shit over imma fly you out to la and take you on a date 🥺👉🏾👈🏾,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
452,1.26E+18,2020-05-18 14:21:58+00:00,432089019.0,my mom does this with me 🥺🥺 and then my kids come and ruin the moment 🙄,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
628,1.25E+18,2020-04-24 03:21:47+00:00,631632465.0,awww you look so amazing 🥰 i hope to see you more in this season !❤️ #kuwtk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
717,1.25E+18,2020-04-23 01:06:00+00:00,16632593.0, i believe it. #covidiots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
358,1.23E+18,2020-02-13 01:56:48+00:00,8.9218E+17,why are asian moms so weird i got a haircut and the first thing she does is smell my hair and then say “wow $6”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
605,1.29E+18,2020-08-07 19:55:51+00:00,7.02738E+17,"those were missiles no firework can do that much damage, this was an attack folks. plain and simple",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,1.25E+18,2020-04-26 17:11:07+00:00,1591722020.0,new episode of mel's news is up on my youtube channel! meme of the day! #memes #news #fashionblogger #melsnews #sports #worldnews #meme #currentevents #acting #film #host #music #funny #entertainment #entertainer… https://t.co/gijqjtinim,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
541,1.22E+18,2020-01-15 05:40:43+00:00,1.08761E+18,"trynna be some you ain’t , you ain’t gon make it far",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,1.32E+18,2020-10-27 00:37:10+00:00,1874086538.0, aw it’s only gonna be on soundcloud because i used samples from lord of the rings. lol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
276,1.26E+18,2020-04-29 16:14:17+00:00,20688337.0,i ain’t mad at this. https://t.co/15u8lke7or,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,1.28E+18,2020-07-02 08:11:57+00:00,8.47677E+17,my kids will have the most versatile music taste ever. unless they not fucking with my swag then its #fuckdemkids,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304,1.25E+18,2020-04-15 05:02:22+00:00,60397903.0,i’ve been in my feels all day! its been a tough day y’all so just had to tweet it out loud! 💜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,1.23E+18,2020-03-03 03:02:40+00:00,191596003.0,"strong, fearless, inclusive, friend. https://t.co/mdjr6ist1i",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
