index,id,created_at,user_id,text,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
451,1.29E+18,7/21/2020 1:12,181340030,"l.a. county reports hospitalizations at all-time high; officials cite concerns for pregnant women, younger people https://t.co/n5oyaup6wb",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
502,1.24E+18,3/16/2020 21:47,2224581823,thanks for the inspiration nando! 🚲💙 https://t.co/29nedkajxb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,1.23E+18,3/2/2020 23:59,1546639022,?a.i.d.$ giving homosexual david bovvie is deadi hear the pure jew is $tigl fu¢king after pope pius fo.r. his ™¢oncentratioon camp{€∆},0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
345,1.28E+18,6/26/2020 13:13,2528253098,my dad tried to surprise us and buy us jetskies for havasu and he said he went down to the place in banning and they were all sold out 😂😭 we love angelo 😂❤️,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
770,1.31E+18,9/13/2020 2:17,1.00E+18,naomi osaka pays tribute to kobe bryant following her us open win  https://t.co/ztblx7enoj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,1.28E+18,7/17/2020 2:01,9.37E+17,absolutely! but it’s not going to work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
325,1.25E+18,4/15/2020 0:26,61332082," yes, you’re right about that. the *frequency* of federal elections is set in the constitution (the house and 1/3 of the senate every 2 years, the president every 4).  the 20th amendment sets the end of congress’ and the president’s term in january (the 3rd and 20th respectively).",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
657,1.23E+18,2/10/2020 23:21,70046515,the problem: women always go to the bathroom together.the solution: https://t.co/h0qdyjafko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1.23E+18,2/22/2020 4:04,2281730617,i don’t know why she told me that for but i made someone happy 😊 and i made her day and she also told me can i get a free drink and i told her i can see,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
390,1.25E+18,4/1/2020 17:45,8891042,why is it that whenever there's a deadline approaching &amp;/or that you're waiting on sources to get back to you that the urge to nap also rises? sometimes i really feel like i need to switch to coffee already.  aye dios mio.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,1.22E+18,1/19/2020 21:07,130233037,had a great time at a standing room meetup this past wed! see you next month! #meetup #cannabiscommunity #sccbig @ aeon botanika wellness https://t.co/fbghzvlq5g,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
669,1.28E+18,7/13/2020 3:12,9.57E+17," plz remember to pray during times of tribulation, fam 🙏🏿💕🙏🏽",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
233,1.24E+18,3/9/2020 0:10,1117970959,"grateful to be a woman + all the women in our lives + in this world 🌸🙏🏼💗  may we continue to glow and love unconditionally✨we love each and every one of you xo #internationalwomensday @ manhattan beach, california https://t.co/6d0io4om2d",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
798,1.23E+18,2/9/2020 18:03,1340596500,#kobebryant #ripkobebryant #24 #8 #lakers #staplescenter #kobe #lakernation #la @ staples center https://t.co/qxbi5mximx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
252,1.22E+18,1/19/2020 22:51,2929078309, beautifully said💜#shineon☀️🌞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
651,1.26E+18,4/28/2020 14:38,1.13E+18,my resting bitch face is mistaken for the mean girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1.34E+18,12/27/2020 19:51,1376065056,goff sucky thumb game😤,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
289,1.29E+18,8/1/2020 19:08,4191239027,2307zn998sd county of riverside californian33.7985 w117.3814altitude: 2475ft https://t.co/cyguh6f6xk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,1.26E+18,4/29/2020 21:53,7.90E+17,rolls royces are literally one of the worst cars ever it’s just a fat 300c and somehow even slower,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
180,1.32E+18,11/4/2020 2:49,7.46E+17," honestly i haven’t even met a tonfrom the two or so i have though, i’d way more quickly say “sexy” or even “charismatic” but not intelligent, at least not in some commonly thought of wayyou’re attractive for example, you’re prob aries 😂",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
434,1.26E+18,4/30/2020 14:16,32113781,we must be a voice for the voiceless!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1.30E+18,8/24/2020 0:44,28913529,ready for labor day weekend 😛😛,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
745,1.25E+18,4/3/2020 22:10,1.16E+18,i’m taking so many sexy photos &amp; thirst traps after this quarantine 🤗😛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
330,1.30E+18,8/23/2020 21:04,14521762, for republicans latinos and blacks are expendables,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
174,1.26E+18,5/25/2020 13:57,1.14E+18,starting on netflix... i hope it’s good,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
363,1.34E+18,12/24/2020 12:30,2259473810,the fact that nobody’s gifts are wrapped lmao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
526,1.24E+18,3/15/2020 2:53,1.07E+18,i miss raven so much 🥺🥺,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,1.34E+18,12/30/2020 13:55,119540553, that turn is 🤮,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
480,1.22E+18,1/30/2020 19:00,61772051,another interesting #patents development.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
776,1.22E+18,1/28/2020 1:38,1.01E+18,kobe bryant ft. tyra banks - kobe [lyrics] https://t.co/qgv4ijuvp1 via,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,1.30E+18,9/10/2020 20:53,45546421,literally says it all. #blacklivesmatter,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1.26E+18,5/5/2020 20:35,39402350, i don’t think the audience would be as big but it would definitely gather some fans. look at the wolverine podcast or even book recordings famous actors reading reading famous books. i’ve heard people reading comic books on youtube .  doable !,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
260,1.34E+18,12/31/2020 2:42,447309963,i’m so sad... 2020 really is the worst year of my life,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
536,1.26E+18,5/2/2020 15:42,1.26E+18,again id sell my soul to see toopoor dj https://t.co/v6jytltqfi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
773,1.22E+18,1/26/2020 16:14,358296892,r.i.p. to a true g.o.a.t. 🤦🏽‍♂️ #kobebryant #rip #losangeles #nba #tragic #badnews #greatestofalltime #cantbelieveit #letsplayball #lakers #whylord #2020 #nbadraft #legend #neverbeanother… https://t.co/f1rmdnf8dk,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175,1.23E+18,2/21/2020 16:12,8.68E+17, ...n0se appetizing company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,1.28E+18,6/29/2020 14:36,521928505, lmao same thing happened to me and i cried 😂😂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
846,1.22E+18,1/13/2020 21:58,21394805, someone said this about biggie and bruh 😂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,1.25E+18,4/22/2020 16:18,221947623,the hoe thoughts in quarantine are too damn much lol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
729,1.29E+18,7/28/2020 13:40,9.90E+17," because, using breitbart doctors’ logic, we can literally prove that more people with covid-19 recovered after drinking this than after taking hydroxychloroquine. https://t.co/rqf10v8msh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1.22E+18,1/26/2020 17:18,1.14E+18,i can’t even believe this shit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,1.23E+18,3/1/2020 13:04,1.09E+18,"the way gaga, doja, &amp; dua has started pop music for us this decade... gives me hope",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
393,1.30E+18,8/20/2020 14:29,23368393, i thought you were,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.23E+18,2/22/2020 3:34,353375667, omg wth what a deuce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
709,1.25E+18,4/12/2020 22:22,21914895, these are those “low level” criminals being released to torment us. sad thing is the police probably took him to jail where he was quickly released back into the streets. it’s sickening! 😡,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
396,1.25E+18,4/11/2020 15:58,1285162760,this season / episode package of america blows. not even a catchy mike post theme can help it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,1.25E+18,4/4/2020 4:43,1.07E+18,this is the funniest thing today! 😭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
695,1.30E+18,9/12/2020 0:24,1396122516," it’ll happen, we must continue to add listeners and take over",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,1.29E+18,8/15/2020 19:57,874600686, the repairs aint worth it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
476,1.22E+18,2/2/2020 13:54,1255951830, me too girl it’s all good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,1.21E+18,1/7/2020 7:21,1.02E+18,how come those who stand up 42 reproductive rights aren't reproducing? if u want 2r be reproductive you must have babies tor do that. i don't know that's just me maybe i'm wrong. but if you want reproductive rights this country will give you all the right you want to have a baby,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
106,1.34E+18,12/30/2020 20:03,72904301, he’s a fuckboy...hahaha...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
517,1.27E+18,6/16/2020 17:11,42048593, another lie. trump always lies.,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
460,1.23E+18,2/5/2020 16:07,213277666,y'all in the new saw trailer chris rock is full zaddy mode. he looks damn sexy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,1.33E+18,11/20/2020 1:36,1442533153,"i unfollowed too many ppl, timeline be dry now 😅",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,1.34E+18,12/23/2020 16:06,44897078,some idiot probably flew there for thanksgiving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303,1.33E+18,11/10/2020 4:45,1408889839,need my back rubbed smh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,1.27E+18,6/3/2020 11:13,168769384,"on a side note, the coronavirus is literally laughing its microscopic ass off considering the amount of infenctions that are going to rise up in the coming weeks. lmao be safe, stay healthy, be human! 🤟🏽",1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
560,1.31E+18,10/5/2020 6:32,230070961,i wonder which costumes the yakusa group plan to wear this halloween... something in stripes? https://t.co/qdx3mbnbxo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
576,1.33E+18,11/13/2020 4:24,28407739,bc someone (alejandra) doesnt know their place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
466,1.24E+18,3/16/2020 19:55,9.62E+17, i just pulled up to work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1.28E+18,7/6/2020 7:02,104602193,repugnantkkkans culture  war to try to rewrite history. there will be no revision this time. change is coming.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
840,1.22E+18,1/29/2020 16:39,1592302153, is so cute sis 💖,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
475,1.29E+18,7/22/2020 1:39,2362243668, she also bought stocks in zoom when zoom was virtually unknown company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1.31E+18,10/8/2020 14:03,22086087,once you let fear replace love hate is born because ppl fear what they think will hurt them and then they hate the supposed hurter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
718,1.25E+18,4/15/2020 11:55,49201075,hydrogen peroxide therapy- information and instruction with dr. mercola https://t.co/cmwj7zbbcw via    covid19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,1.33E+18,11/23/2020 13:31,32113781,but organized religions are not interested in peace – they are interested in becoming more and more powerful and dominant. inside your soul is the way to god and the infinite freedom from all forms of oppression you seek. #earthcrisis #newplan #votethemallout,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
458,1.26E+18,5/18/2020 18:04,9.02E+17,pro life activists are fighting to not wear masks while they’re killing the vulnerable without remorse. tell me why i shouldn’t be allowed to have an abortion again?,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
229,1.33E+18,11/29/2020 21:56,414594063,"happy birthday to one of the good guys!  i hope you have an amazing day,!  #gohawks #seahawks https://t.co/coqnmcofn5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
87,1.30E+18,8/21/2020 0:54,1.15E+18,"whoo, i’ve been so busy all day. i’ve been drawing few storms lately. i really need to rest my hands (my drawing right hand 🖐 to be extant) by putting them in a bowl of ice 🧊 🧊 right now. my hands 🤲 hurts. #tweet #express #gif #emotion https://t.co/u8ky5oyfwm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1.24E+18,3/5/2020 0:23,1.03E+18,bless bless blessity bless bless *fart* bless me!,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
733,1.25E+18,4/12/2020 3:21,4518977788,quarantine making me have some bad attitude,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
163,1.22E+18,1/30/2020 15:40,1.09E+18,i told my mom let’s go to in n out and i’ll buy and this woman goes “let’s get you a salad.” ma’am what????,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
510,1.26E+18,5/7/2020 1:10,390560316, barnhill: “a private person may arrest an offender if the offense is committed in his presence or within his immediate knowledge.”so this old white guy is ok with a citizens arrest ending in a murder? people need to not only investigate the ex-cops past work but his as well,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
537,1.29E+18,7/24/2020 15:51,56216470, they’re amazing 😭❤️🔥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
296,1.24E+18,3/21/2020 23:02,2720013139,the last 3 days has made it for me to want to go home and stay there and not come back for a long long time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
530,1.26E+18,5/15/2020 23:09,2423875429,so who’s coming over to take shots w me during deorro https://t.co/0wbcw8ix3s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,1.30E+18,9/3/2020 14:00,488761943,the and student affairs departments are partnering to welcome all cultures to #thebeach https://t.co/mz6ycaosav,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
574,1.23E+18,2/27/2020 16:53,7.83E+17," republicans gave us an authoritarian president who spits on our constitution and has deemed himself above the law.get rid of these traitors!!vote for a woman with integrity, courage, morals and honor. https://t.co/vbnbd7h2yo",0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
266,1.27E+18,6/3/2020 10:07,1.00E+18,am i still gonna see u next month or no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1.34E+18,12/13/2020 2:24,1.06E+18, jimmy page - dazed and confused,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
668,1.23E+18,2/6/2020 17:54,8.93E+17,"if you don’t sin, then jesus died for nothing",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
566,1.33E+18,11/7/2020 13:48,364725160, please leave,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
610,1.25E+18,4/6/2020 20:31,155720430,"whatever suggestions biden gave, expect this administration to do the opposite.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
321,1.28E+18,6/28/2020 21:45,22062349, zbigniew preisner's requiem for a friend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
479,1.28E+18,7/12/2020 12:33,16602233,this! #economicjustice is #racialjustice!,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,1.33E+18,11/24/2020 16:09,61634106, so proud of what you are doing in georgia. you rock!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
554,1.22E+18,2/4/2020 17:08,553819609,🗣️🗣️🗣️ i've been saying this !,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1.31E+18,9/27/2020 9:29,1414684496,"usgs reports a m1.12 earthquake, 7km nw of the geysers, ca on 9/27/20 @ 13:26:49 utc https://t.co/y4i16njq3q #earthquake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1.25E+18,3/31/2020 22:56,342967955, maybe pink shoulda sold tp 🥴😂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
742,1.24E+18,3/27/2020 20:29,9.78E+17,when this quarantine shit over imma fly you out to la and take you on a date 🥺👉🏾👈🏾,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
452,1.26E+18,5/18/2020 10:21,432089019,my mom does this with me 🥺🥺 and then my kids come and ruin the moment 🙄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,1.25E+18,4/23/2020 23:21,631632465,awww you look so amazing 🥰 i hope to see you more in this season !❤️ #kuwtk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
717,1.25E+18,4/22/2020 21:06,16632593, i believe it. #covidiots,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
358,1.23E+18,2/12/2020 21:56,8.92E+17,why are asian moms so weird i got a haircut and the first thing she does is smell my hair and then say “wow $6”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
605,1.29E+18,8/7/2020 15:55,7.03E+17,"those were missiles no firework can do that much damage, this was an attack folks. plain and simple",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
471,1.25E+18,4/26/2020 13:11,1591722020,new episode of mel's news is up on my youtube channel! meme of the day! #memes #news #fashionblogger #melsnews #sports #worldnews #meme #currentevents #acting #film #host #music #funny #entertainment #entertainer… https://t.co/gijqjtinim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
541,1.22E+18,1/15/2020 1:40,1.09E+18,"trynna be some you ain’t , you ain’t gon make it far",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,1.32E+18,10/26/2020 20:37,1874086538, aw it’s only gonna be on soundcloud because i used samples from lord of the rings. lol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,1.26E+18,4/29/2020 12:14,20688337, i ain’t mad at this. https://t.co/15u8lke7or,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,1.28E+18,7/2/2020 4:11,8.48E+17,my kids will have the most versatile music taste ever. unless they not fucking with my swag then its #fuckdemkids,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
304,1.25E+18,4/15/2020 1:02,60397903,i’ve been in my feels all day! its been a tough day y’all so just had to tweet it out loud! 💜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
182,1.23E+18,3/2/2020 23:02,191596003," strong, fearless, inclusive, friend. https://t.co/mdjr6ist1i",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1.31E+18,9/21/2020 16:55,8.82E+17, isn’t it up to the students ( minority or not) to earn their degree and become teachers ???! i’m seriously concerned for this world when stupid statements like the one you wrote become the norm,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
138,1.27E+18,6/2/2020 16:18,1885108448,some ugly karen from hb just said she’d beat my ass cause i said “delete these posts it’s flooding the tl and pushing down important info ❣️❣️” or at least add some information haha,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
758,1.24E+18,3/17/2020 19:58,89559995,“to our millennials... they are the core group that will stop this virus.” — dr. deborah birx (coronavirus task force)“i’m on ‘coronacation’!” — one of my students 🤔🤔🤔,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305,1.27E+18,5/27/2020 22:03,2185420603," the video is on my ig story. my bad, sorry for the confusion. my instagram is 🤪",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,1.26E+18,5/14/2020 19:04,14879434,oh wow. this is pretty amazing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
539,1.34E+18,12/8/2020 4:27,427210877,for the cable-deprived among us.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,1.32E+18,10/29/2020 19:15,239150768,am i doing this right?? 🤡 https://t.co/3khik7ckvb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,1.22E+18,1/31/2020 17:30,29903031,"also, ty to all the folks who reached out to me. i’m fine, just kinda salty in solidarity of colleagues across this industry. so, i’m off olive garden to go load up on breadsticks",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
