index,id,created_at,user_id,text,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
623,1.22E+18,2020-01-20 16:20:54+00:00,55722059," assuming it is the form of radar, it would likely be a legacy system and be far less precise then the camera systems currently in use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1.25E+18,2020-04-26 03:41:14+00:00,7.34E+17,first off andie’s fits are so fire and ducky was the fucking blueprint for indie boys today the bolo ties the small circle glasses im screaming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
581,1.32E+18,2020-10-21 22:14:02+00:00,7.91E+17,whenever anyone wastes my time and tries to steal my $ https://t.co/d0w1ejtimu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,1.22E+18,2020-01-26 20:51:05+00:00,98024511,rip legend...#lawillmissyou #ripkobybryant https://t.co/qtmjylgf6c,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
794,1.22E+18,2020-01-27 02:22:30+00:00,1929031195,lil wayne - kobe bryant (official video) https://t.co/uuahra3jjs via,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,1.32E+18,2020-11-05 00:54:55+00:00,1107704941,"this isn't the past where i didn't know who caused me all of that fucking pain, this present where i know n want retribution restitution revenge justice etc etc etc payback not enough anymore",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199,1.21E+18,2020-01-05 18:19:49+00:00,38023296,tehran’s unpredictability meets trump’s unpredictability. lovely.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
288,1.28E+18,2020-07-09 05:26:06+00:00,31128478,i was trolling. that’s a mariah carey song,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,1.27E+18,2020-06-04 08:38:17+00:00,1.27E+18," we created a website which shows the nearest protests to you all over california, i’ve put this long beach protest up too. please use this and share this so that everyone has an organized source of information. https://t.co/p5rtbar7iy",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
638,1.31E+18,2020-09-13 09:55:33+00:00,819037,we don’t need your kind of predatory prosperity. we need you to resign. https://t.co/6ugka4wlxt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,1.30E+18,2020-08-27 08:54:28+00:00,274728566,underrated tweet 😂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.23E+18,2020-02-11 03:00:57+00:00,1.11E+18,the voice of the people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,1.25E+18,2020-04-16 22:07:46+00:00,35112503,that people fwy until the tired of you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,1.26E+18,2020-05-01 15:51:43+00:00,328308888,yass!!! 🍐💚🍐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
424,1.21E+18,2020-01-04 03:47:48+00:00,1.11E+18,my boys tryna pick up some iranian conchas😝 https://t.co/kgv8uqud1g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
823,1.28E+18,2020-07-05 21:29:53+00:00,790411334,to all anti-mask protesters https://t.co/bmfetkmtds,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1.25E+18,2020-04-08 17:14:18+00:00,9.00E+17,thank you for your words i receive and accept my blessing and prayer that i most desire in jesus name.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
449,1.28E+18,2020-07-08 00:30:33+00:00,291421323,if you want to hire stupid people you can. america.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
588,1.27E+18,2020-05-29 15:57:50+00:00,1072379108,when the protesters are non-violent and sitting peacefully vs when the protesters are rioting and burning the city to the ground*,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,1.24E+18,2020-03-23 12:00:40+00:00,162814209,oh my gosh!!! is that an eddie murphy reference???,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
282,1.27E+18,2020-06-03 22:33:40+00:00,236586634,"a peaceful protest happening a block away from our home in sherman oaks. a small, but beautiful blend of humanity coming together, demanding justice. i saw families and people of all ages letting their voices be… https://t.co/10kiuk6zjz",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
594,1.30E+18,2020-08-26 21:18:45+00:00,25247218,spooky shit https://t.co/2nmoulyvzz,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
394,1.25E+18,2020-04-12 06:19:53+00:00,3169440067,"the power is with in......#parisbravo #cosplay #geekstrong #rey #starwars #riseoftheskywalker #funkopop #levitate #rock #vazquezrocks #starwars @ vazquez rocks, los angeles county, ca https://t.co/kwgjys4cqx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
665,1.26E+18,2020-05-24 23:34:24+00:00,365296023,sometimes i think.... and then i remember not to do that,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,1.24E+18,2020-03-27 05:06:12+00:00,855587142," i, too, am heading homo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1.22E+18,2020-01-16 17:53:19+00:00,1.04E+18,me with my ass and arms. they’re the first thing to get huge when i gain weight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,1.28E+18,2020-07-14 02:31:02+00:00,27082147,. ‘s “crowd my mind” is giving me billy joel vibes or like some song during the sad part of a 90s romantic comedy. like it could perfectly fit into “one fine day.” #countrycrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1.27E+18,2020-06-07 02:55:05+00:00,2323448533,"imagine for a moment if was during this crisis. he would be soothing the country, addressing all citizens, not just a cult, and would be on television being eloquent instead of blockading himself in the like cadet bone spurs, the ultimate coward.",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
757,1.24E+18,2020-03-15 03:49:55+00:00,477236306,anyone let the amish know what’s going on yet? #coronavirus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
547,1.28E+18,2020-07-17 17:21:53+00:00,14328160,"as their eyes locked and they passionately cultivate, together, and forever until the end of time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
355,1.32E+18,2020-10-28 00:46:46+00:00,1.05E+18,dave roberts trash asf for starting this wierdo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
740,1.27E+18,2020-06-10 18:54:02+00:00,2836219849,"smash burger didn’t make it through the quarantine. however, i am looking froward to some habit.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
98,1.27E+18,2020-05-30 03:56:59+00:00,3722271986,lmao other shit like what??? 😂,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
351,1.23E+18,2020-02-19 00:38:23+00:00,2234760798,queen elizabeth bans prince harry and meghan markle from using the lucrative “sussex royal” brand they hoped to build an empire on. they are also forbidden from using the word “royal” in any of their branding. https://t.co/wdtjuo8rur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1.28E+18,2020-07-12 19:57:24+00:00,252845735,the new mad max flick looks lit. https://t.co/aywuq7aecs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1.33E+18,2020-11-10 23:40:28+00:00,98427620,this just sounds fire lol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
568,1.28E+18,2020-07-12 03:37:07+00:00,1.22E+18,if there’s ones thing i love it’s various different types of lemonade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
626,1.24E+18,2020-03-08 01:09:25+00:00,2902103064,put me in the baseball team dammit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
804,1.27E+18,2020-06-12 02:53:31+00:00,8.42E+17,"they also love to call the cops on black men in la, leading to two of them being murdered by lapd. albert ramon dorsey was naked in the shower when had him killed. #boycott24 #blacklivesmatter",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
70,1.31E+18,2020-09-18 23:27:40+00:00,9.03E+17,cu = cluster *uck https://t.co/jj707qrhd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1.25E+18,2020-04-05 21:21:44+00:00,2492006989,this my favorite one i love this anime so much i used to watch it on repeat before ☺️,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
310,1.27E+18,2020-05-31 03:46:25+00:00,248135355,people were coding all night at hospital... it’s like i can’t sleep because of the heartbreak life,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
381,1.24E+18,2020-03-18 18:11:21+00:00,420086917,i work for an amazing company! blessed to be apart of this team. they are truly looking out for the well being of their employees ❤️,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
499,1.25E+18,2020-04-16 19:47:46+00:00,3358944958,haha once yall get married 👀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
796,1.22E+18,2020-01-26 20:12:10+00:00,2649091573,the day the whole world stopped you will be missed thanks for everything! prayers and condolences to bryant family 🙏🏼🙏🏼,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
580,1.27E+18,2020-06-20 19:45:06+00:00,1.27E+18,certain shit ion even entertain no more,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
631,1.24E+18,2020-03-17 05:39:58+00:00,17976578,why can i not get ahold of anyone to chat with through your app? i’ve been dealing with the same issue the past 3 months!,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
264,1.30E+18,2020-08-21 05:07:38+00:00,51677612,very sad. sad day indeed 💔,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,1.30E+18,2020-08-23 07:12:47+00:00,312314859,it’s not rational.   it’s lazy and intellectually dishonest.   lol,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
839,1.33E+18,2020-11-18 21:10:27+00:00,1.15E+18,this is the only valentine that matters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,1.28E+18,2020-07-14 04:39:58+00:00,179248541,tired of covid season and ready for that cobija season.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
753,1.28E+18,2020-07-05 22:05:43+00:00,6458492,"to the brands suggesting we send our kids to schools in the fall, to potentially catch or carry coronavirus, maybe you should don’t.",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
821,1.28E+18,2020-07-05 15:37:20+00:00,7.88E+17," what a badass! counting coup is the lakota middle finger and i’m so here for it. grew up in montana and i support y’all and your protesting, keep it up. 🇺🇸",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
317,1.29E+18,2020-07-23 07:16:48+00:00,344946995,they was spose to drop a collar tape this summer 😪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
489,1.33E+18,2020-11-10 20:38:19+00:00,21419745,“freedom is not free”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,1.27E+18,2020-05-26 03:34:04+00:00,7.41E+17,this country is in really bad shape,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
273,1.22E+18,2020-02-02 04:34:06+00:00,8.73E+17,my only personality trait is always having a headache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
714,1.29E+18,2020-08-15 06:45:17+00:00,1.15E+18,"mezcal is fucking disgusting, i’m still sober i just remembered how fucking trash it is",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
357,1.27E+18,2020-06-01 03:34:27+00:00,7.55E+17,"the #curfew is a total failure. zero cop presence around #studiocity where there are hundreds of stores on ventura blvd. basically open season for looters no one to report them and less traffic. but brown/black folk that work 9-5pm, are caged in, im supposed to feel protected? https://t.co/yzprrz37zp",0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0
412,1.30E+18,2020-08-30 01:50:56+00:00,9.83E+17,rip. thoughts and prayers to the family,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
372,1.33E+18,2020-11-10 19:21:27+00:00,2469621378,"are you interested in working in an environment that fosters teamwork, where expectations and accountability are clearly defined, where trust and flexibility breed shared success? be part of what defines our future. join our team in #losangeles, ca. https://t.co/ohcwzjzjnj #art",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
540,1.25E+18,2020-04-24 01:38:28+00:00,1162073684,tackle tackle tackle. wirfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,1.30E+18,2020-09-10 16:01:33+00:00,1557234132," easy, to maintain the integrity of the numbering on the ones he is signing directly",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,1.22E+18,2020-01-28 23:04:42+00:00,100174492,randomly thinking about kobe through out the day....💜💛🤍🕊 https://t.co/6mgybliap4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
209,1.29E+18,2020-08-08 15:19:27+00:00,110570972,"it's ""sounds like brandy candy"" not ""sounds like brandy killed it""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1.24E+18,2020-03-31 04:12:32+00:00,1240089547,i thought the regular was more than that i- then yeah the lite’s gotta be closer to $200!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,1.32E+18,2020-10-18 20:00:35+00:00,1.26E+18,now seeing donalds in town. lets see if he addresses this subject of healing or not. being theres never been anyone that can cure people of different things before . let alone ever. question is does he want to meet the man who was smiled a pon by god or not. https://t.co/gxvr9btkpc,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
848,1.23E+18,2020-02-24 20:41:55+00:00,250208720,ugh i have to throw my valentines flowers away but i don’t want to because i love them but they are dead and idk when i’ll get flowers again 😭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
11,1.34E+18,2020-12-07 06:07:03+00:00,337551721,ladies don’t ever settle frfr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,1.22E+18,2020-01-27 15:31:36+00:00,2379849360,obama murders everyone specially in airplanes he knows what to triggerand this morning he assaulted kobe bryant soul also the passengers  voodooed out of a mobile feed like so many do for rape by a morph a satanic demon that reproduces in bubonic spew at vicinity of the victim.,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
506,1.24E+18,2020-03-22 05:38:09+00:00,98475137,no strings attached was my first c.d. so you could say i have ~ some ~ strings attached. happy birthday to a record that still bops! #nsa20 #nostringsattached20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
340,1.32E+18,2020-11-01 03:43:53+00:00,884962734,the left hand always the most deadliest wow.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
756,1.26E+18,2020-05-05 13:28:34+00:00,59047876,"be warned, coronavirus snitches: you too may be snitched on. st. louis tattlers discover their compl… https://t.co/4xsk4zw20l",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
228,1.26E+18,2020-05-16 16:55:14+00:00,1948044967,"everyone has value. if you don’t understand, ask. taking the time to understand and empathize is so important. if this doesn’t make sense, fall back to another rule, be kind.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1.32E+18,2020-10-21 22:45:18+00:00,885197238,get rid of those friends.they're total parasites.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220,1.29E+18,2020-08-09 06:16:20+00:00,3272137880,stop shooting so many threes 🙏🏾🙏🏾🙏🏾,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
584,1.22E+18,2020-01-23 15:32:01+00:00,188947228," https://t.co/xyrlz7fp9y for your consideration, hereis him stealing home without a throw—he did so several times, and i can’t see why he would be a bad baserunner but whatever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1.27E+18,2020-06-11 07:08:28+00:00,1066219999,lucy know too much. she ain’t going nowhereeeee.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,1.25E+18,2020-04-16 22:22:52+00:00,7.23E+17,is anyone doing charts of covid-19 spread controlled for population density instead of population?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
570,1.25E+18,2020-04-11 02:18:11+00:00,1.02E+18,y’all really surprised? check her daddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1.34E+18,2020-12-14 19:25:56+00:00,276302112,susanne made that shit out of one of her lil gays,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
240,1.27E+18,2020-05-26 19:15:17+00:00,41424455,very nice 👍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
433,1.23E+18,2020-02-29 09:12:58+00:00,541073580,so i guess robot house every semester is a thing now at visual studies- draw the line xwith devyn weiser and curime batlinerin collaboration with and cole masuno https://t.co/xorb05zagd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,1.25E+18,2020-04-24 10:49:36+00:00,9.64E+17,why would the deals be tied to bfv specifically?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,1.31E+18,2020-10-09 00:03:27+00:00,361679241,colton ca thu oct 8th pm forecast: tonight patchy fog lo 53 friday patchy fog hi 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1.30E+18,2020-09-07 22:40:57+00:00,1.11E+18,i really got real ones on my team i appreciate n love u all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
565,1.31E+18,2020-09-16 20:18:35+00:00,72987866,dude yes i was skeptical about this but this looks beautiful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
752,1.24E+18,2020-03-14 17:26:40+00:00,2620166216," science says hand sanitizer opens up your pores and makes your more prone to getting diseases, like the coronavirus",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
356,1.29E+18,2020-07-22 04:42:52+00:00,1.16E+18," a raw and truthful breakdown of our current existence, using opinions, scientific facts and news, to prepare you for our new way of life on planet earth after 2️⃣0️⃣2️⃣0️⃣. with hosts https://t.co/e3mmq8cexk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,1.32E+18,2020-10-27 03:08:21+00:00,34391773,"dude is disgusting. plus, he just looks like someone who lacks a soul. #votethemout",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
639,1.34E+18,2020-12-12 21:46:58+00:00,17397845,basically i conducted poll 60% will not get the #coronavaccine no vote passes! https://t.co/y3gv6chlr5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
230,1.25E+18,2020-04-24 07:16:18+00:00,308750863,a really good answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,1.32E+18,2020-10-25 05:11:50+00:00,1.05E+18,you lucky bastard... this whole drama stuff happened around jokers release in smash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
152,1.31E+18,2020-10-05 02:49:29+00:00,1266254521,thank you for your support and solidarity 🇦🇲❤️,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
262,1.22E+18,2020-01-29 00:00:42+00:00,1008035479,i wanna ball till i fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
478,1.31E+18,2020-10-03 07:06:27+00:00,788189018," yeah, pretty much in it for the money she’s going to get out of their marriage. cos you know whenever they leave the wh  she’s sending i’m those divorce and alimony papers! that real alimony check she’s going to get will be his prez pension",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,1.22E+18,2020-01-25 23:17:07+00:00,9.03E+17,i'm not a fan of chihuahuas... but i fucking love chubby chihuahuas.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12,1.25E+18,2020-04-02 23:50:42+00:00,2787119756,hm. that feels like a metaphor.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,1.23E+18,2020-02-10 22:30:16+00:00,24253069,the boy enjoying a sunny breeze today after yesterday’s rain https://t.co/6g54uvzh2z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75,1.27E+18,2020-06-16 14:25:28+00:00,2379141859,when you sneeze and the right side of your head throbs☺️🥵 love waking up with a migrianeeee🥰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
242,1.29E+18,2020-07-31 10:31:15+00:00,549963885,nah man you just have to know right from wrong lol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
292,1.28E+18,2020-07-15 01:59:34+00:00,23282632,they hit me with fresh cut and a modelo for $40 in east la lmao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
617,1.30E+18,2020-08-21 07:26:06+00:00,49025268,i got some money but i have the most regular life that’s how it’s suppose to be.....,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1.33E+18,2020-11-08 15:57:31+00:00,76756405,so what you have to do is get your husband to agree that from this point on for the next 20 years you're going to make a way to make love morning noon and night. full-blown it is 3 weeks out the month. your sex life will never decrease but increase.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1.29E+18,2020-08-03 19:02:59+00:00,81503941,can’t wait for quarantine to be over so i can be like this with my homies https://t.co/i3mjb11v7a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
618,1.22E+18,2020-01-21 06:02:57+00:00,68487118,this is disgusting wow,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
422,1.29E+18,2020-07-27 14:55:07+00:00,51646105," with all the news coming out from this whole marlins situation, i hope they don’t. keep the players on each side safe and just wait for any news to come from manfred on the season continuing or not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1.25E+18,2020-04-16 03:55:56+00:00,1116015542,day 1 of practice went good. i think i made great progress 🚲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
681,1.23E+18,2020-02-11 19:06:10+00:00,9.54E+17,thank youuuu girl likewise 🥰🥰🥺💕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
413,1.26E+18,2020-05-23 04:59:59+00:00,8.24E+17,after all the craziness. this fortune could not have come at a better time. i pray every day and every night for jesus to show me the way. #afterthecraziness #fortune #bettertimes #pray #everyday #everynight #jesus #showmetheway #musician #artist #drummer #josephlarsendrums #♠️ https://t.co/1xh01xopmm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
79,1.23E+18,2020-02-23 21:49:11+00:00,8.10E+17,cuties 😍 love you guys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
732,1.24E+18,2020-03-15 21:31:40+00:00,2187773876,in the year 2030 parents are gonna be telling their kids “you know you were a quarantine baby”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,1.24E+18,2020-03-25 17:52:18+00:00,2150063106,2 more patients tested positive for covid-19 at our hospital 😭pray this is over soon.,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
3,1.33E+18,2020-11-24 03:54:07+00:00,43802582,"i want something exciting in my life, career wise, but this pandemic is not letting me 😞",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
405,1.27E+18,2020-06-03 00:15:38+00:00,28953296,real leadership. where is the compassion and understanding  from the president? oh right only has compassion is when they are his “very fine people”. i can’t understand anyone who support the racist. gop maga what’s it going to take? please explain #blm,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
677,1.31E+18,2020-10-04 05:00:30+00:00,2416853134,i will never forgive myself for not joining my church’s choir when i was younger,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
