tweetid,userid,screen_name,text,date,tweet_type,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation,origins,lockdowns,masking,healthcare,education,therapeutics,vaccines,concerns
1.397928766085628e+18,21780652.0,PittsburghPG,"President Biden asked U.S. intelligence officials to “redouble” their efforts to investigate the origins of the COVID-19 pandemic, including any possibility the trail might lead to a Chinese lab. https://t.co/mjlgVxxzfL ",Thu May 27 14:52:44 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.4563218942532772e+18,1.3138261243387904e+18,JoeMcJoe11,"Newsmax Benches Star Who Claimed COVID Vaccines Contain Satanic Trackers  -- Quack Quack, Emmy The Crazy Duck is off the air. And suspended for making insanity laced conspiracy ideas.  Containing Luciferase?  Really? https://t.co/mHK4VPw0uV via @thedailybeast ",Thu Nov 04 18:06:11 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 1, 0, 1]"
1.3968985117995868e+18,929029860.0,HenryHimmler1,White House pushes for independent investigation on COVID-19 origins https://t.co/8xAcB6A1I7 ,Mon May 24 18:38:52 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.3235364281401262e+18,1.1354487416897372e+18,sumedhaxX,i can’t believe i followed someone posting covid conspiracy shit dhnrjwkwkw ya no ,Tue Nov 03 08:04:09 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.2711861703288873e+18,389521711.0,MAR_Fund,"""COVID-19 is one of countless emerging infectious diseases that are zoonotic, meaning they originate in animals.  As a conservation biologist, I believe this outbreak demonstrates the urgent need to end the global wildlife trade.""  https://t.co/j31Nm36IzH ",Thu Jun 11 21:02:55 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.3240175881128878e+18,8.188776053278638e+17,dronin_on,"A very important read. ""To stop the next pandemic, we need to unravel the origins of COVID-19."" https://t.co/px9FqUpTpt #coronavirus ",Wed Nov 04 15:56:06 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.2692314523879752e+18,8.574019825119805e+17,adrianaxangeles,"My father and half my family are in Venezuela, there is food and and family is able to eat every single day. My brother has children in Venezuela who all attend Univeristy, and the youngest kids were all in school pre and post coronavirus. DO NOT BELIEVE THE PROPAGANDA. ",Sat Jun 06 11:35:34 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"[1, 0, 0, 0, 1, 0, 0]"
1.3614864972795249e+18,1.2189883772672123e+18,TheRepublic1A2A,Wear a mask to protect others they say. Wear 2 of them now 😷😷🥴🤡 lol. That’s a bunch of bullshit. You wear a mask to protect yourself. I can’t give you a virus I don’t have and if I had the virus it’s coming out of every side of the mask each time I breathe #science #plandemic ,Tue Feb 16 01:24:10 +0000 2021,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 1, 0, 0]"
1.2959912215890248e+18,9.029487786924974e+17,KenVaughanSoc,"I do my best to understand conspiracy theories from the perspective of those who believe in them. It requires withholding judgment and generosity to some extent. And I’ve seen some doozies.   I need help getting there with “the pandemic is over.” I’m sorry, what? ",Wed Aug 19 07:49:20 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.3086092860844564e+18,2569284643.0,ColleenFlood2,It is hard to believe that when parents are holding babies on their hips and managing 2-year olds through 7-hour waits for COVID tests that MPs are jumping the queue. Make it better for everyone please.  /via @globeandmail https://t.co/MhHR3mvpP0 ,Wed Sep 23 03:29:01 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.390320874578858e+18,1.3856413315533087e+18,ESquege,"Safety first, and use two hands… After two years of dry fire practice, high ammo prices and COVID-19 fear , I got my cataracts fixed and I’m thinking I’m back... Lead on Steel yesterday. Now that I can see too be Safe. Thanks M&amp;M eye AZ https://t.co/FMcNQHmtcx ",Thu May 06 15:01:42 +0000 2021,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.2692147797905777e+18,31678345.0,wagjuer,"Vitamin K could help fight coronavirus, study suggests | Medical research - The Guardian https://t.co/MX5HqBQWJ6 via @nuzzel thanks @enzoro53 ",Sat Jun 06 10:29:19 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"[0, 1, 0, 0, 0, 1, 0]"
1.3873521355458929e+18,171852446.0,We_Are_Aspire,Have you considered interim recruitment? You'll have access to experts in their field who are also immediately ready to start work. Plenty more benefits to think about here: https://t.co/GjrgZWae5f  #temp #contractrecruitment #freelance https://t.co/91qSJQghlc ,Wed Apr 28 10:24:59 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.264956301593006e+18,19487996.0,TRalphT,He never asked now how can I spread the virus a bit more. He never once thought about his slogan stay at home. Repeat Stay at Home. ,Mon May 25 16:27:38 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.4069898223010284e+18,7.246890543322931e+17,CBCLondon,Ontario sees 270 new COVID-19 cases as more 2nd-dose vaccine appointments open https://t.co/MZbNNVEmxd https://t.co/nUQ8Hl5A1C ,Mon Jun 21 14:58:08 +0000 2021,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 0, 0, 1]"
1.2815472989886792e+18,1653499531.0,TharwaniGirish,"#PuneLockdownAgain even before Pune's factories &amp; businesses start recovering, @AjitPawarSpeaks has ordered lockdown again. Pune's economy will be destroyed. Why Pune only, why not Mumbai and Thane also? @CMOMaharashtra @collectorpune1 @PMOIndia @narendramodi ",Fri Jul 10 11:14:20 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 0, 0, 0, 0]"
1.321200056603652e+18,1.0661873901785252e+18,WolfishHead,"I'm extremely skeptical of all of this news about flu vaccine shortages and demand for flu vaccines being through the roof.  I think it's all fabricated to provoke desire for vaccines by triggering scarcity instincts, and soften us up for the COVID vax.  https://t.co/ZBEkuWi0qa ",Tue Oct 27 21:20:14 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 0, 0, 1]"
1.245496244337664e+18,7.84452344574509e+17,Braveachiever,Man shoots girlfriend and kills himself after losing his job due to the Coronavirus pandemic https://t.co/8nxnOmaBCk https://t.co/QP0se4El2a ,Wed Apr 01 23:40:19 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.2772101494013747e+18,1.2389576267566612e+18,COVID19_bot,"Total COVID-19 tests performed in Romania: 410,000. 26,313 cases, of those 291 today; 1,612 deaths, of those 23 today. ",Sun Jun 28 12:00:03 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.4544799975996826e+18,2187380628.0,EddieGoode1,"If there's one thing I learned from this whole pandemic, it's that the natural immune system is an Alex Jones conspiracy, and the only way to be safe is to listen to the real heros: Big Pharma and Corporate News Media. ",Sat Oct 30 16:07:09 +0000 2021,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"[1, 0, 0, 0, 1, 1, 0]"
1.4309613433692078e+18,701994068.0,ezyernie,COVID Doesn’t Care About Your Favorite Conspiracy Theory — See Also https://t.co/r3bzmqNmfk ,Thu Aug 26 18:32:24 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.261687165215531e+18,8.131175684625818e+17,offmymeds3,"@drdrew Hi Dr. Drew, Have you seen the Dr. Mikovits interview yet? Please try to book her on your show. She exposes Dr. Fauci's connection with the coronavirus, and the Wuhan lab. Plandemic Movie . com (type URL into your brower). ",Sat May 16 15:57:15 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.4502004955833385e+18,1958224596.0,MatthewDavidH,"Just read a BBC article about the online abuse that female reporters, virologists, epidemiologists, and front-line medics get for telling the truth about COVID-19.  I've had some nasty responses to my online posts and threads about virology, but NOTHING like what these women get. ",Mon Oct 18 20:41:56 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"[1, 0, 0, 0, 1, 0, 0]"
1.2516532784896983e+18,48927175.0,TomMcIlroy,"Foreign Minister Marise Payne joins calls for transparency from China on coronavirus. She calls for an ""independent review mechanism"" of the epidemic's origins #insiders #auspol ",Sat Apr 18 23:26:10 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.364077990846505e+18,1.1373357927815414e+18,juanrubenbarr,"I'm not against people with conspiracy, I'm fine with people saying covid is biological weapon as long they believe the virus is real, because IT FUCKING IS. ",Tue Feb 23 05:01:51 +0000 2021,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.229602064583422e+18,2806565152.0,HarbingersDaily,"ARTICLE: “Tom Cotton: China Lying About Magnitude, Origin Of Coronavirus, ‘Worse Than Chernobyl’” - “The situation is very grave, in part because, as you say, China was lying from the beginning, and they’re still lying today...” Tom told Fox News, Sunday - https://t.co/lhoBInUM43 ",Tue Feb 18 03:02:31 +0000 2020,original,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.3953409501388554e+18,28775597.0,apostlewoody,Jimmy Kimmel confronts conspiracy theorist who claims magnets attach to injection site of Covid vaccine https://t.co/3toEjJtw5a #SmartNews ,Thu May 20 11:29:41 +0000 2021,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 1, 0, 1]"
1.336031678452486e+18,1.0053137010569952e+18,el_leche_malo,An absolute joke. #elcetionfraud is a bigger threat than #plandemic2020 #covid19  Arizona House of Representatives to close for week due to COVID-19 concerns https://t.co/tQA6C6fMxI ,Mon Dec 07 19:35:49 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.3017673394200005e+18,378700152.0,Riez_11,"It has appeared for some cases (no clue) that the coronavirus came from bats and today, the #Batman himself was tested positive...  #IsntItIronic ",Fri Sep 04 06:21:34 +0000 2020,original,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.2817731329745633e+18,8.853514857852027e+17,UnderhillVicky,Texas government lacks timely data for 90% of coronavirus cases there | Just The News https://t.co/LvvnWTxBr2 ,Sat Jul 11 02:11:43 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.4447031643101143e+18,126646669.0,Reptoid_Hunter,Aussie nurse refuses the COVID death-shot and blows the whistle on “the HORRIFIC ADVERSE REACTIONS https://t.co/9lidN51I7k via @BitChute ,Sun Oct 03 16:37:30 +0000 2021,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[0, 1, 0, 0, 0, 0, 0]"
1.3219804668917555e+18,27514327.0,Kreager,Star Clemson quarterback Trevor Lawrence tests positive for COVID-19 https://t.co/TW4J9mktmJ via @USATODAY ,Fri Oct 30 01:01:19 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.4186747028605665e+18,587951130.0,L_youngJr,74 thousand new covid cases in FL alone…. Wtf ,Fri Jul 23 20:49:41 +0000 2021,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.4403298276727355e+18,990112182.0,ArcadeComedy,Arcade REOPENING Line-Up Announced! Get your tickets and join us for the Comedy Callback this weekend at 943 Liberty Ave - https://t.co/MZHrM5vplE https://t.co/mrAvuXo8VW ,Tue Sep 21 14:59:25 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 0, 0, 0, 0]"
1.338567771525968e+18,1.2802626038146007e+18,MrsQAmerica,The CDC just voted YES to add the COVID vaccine to both the adult&amp;children’s schedule! Now it will be interesting to see how many people are for MEDICAL FREEDOM... https://t.co/uNKpLwLoPV ,Mon Dec 14 19:33:20 +0000 2020,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"[0, 1, 0, 0, 0, 0, 1]"
1.3610199056178463e+18,5359572.0,christopher_eng,"So, all pensioners can now get vaccinated across England. The Covid-19 vaccine is now immediately available for the 65+ Boomer generation. Possibly the youngest of the generations worth saving, as most Millennials are pointless. ",Sun Feb 14 18:30:06 +0000 2021,original,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 0, 0, 1]"
1.4461443615704883e+18,1.412017049757434e+18,MOwnaccount,do you remember when a Muslim  doctor was on Breakfast TV advocating that men take female contraceptives to combat Covid? i am not making that up ,Thu Oct 07 16:04:18 +0000 2021,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[0, 1, 0, 0, 0, 0, 0]"
1.4113493581933486e+18,1.4110768294531113e+18,EitanLagomarsi2,THE VACCINES CHOICES OF KARMA AND THE TRUTH BEHIND ITS TODAY COVID 19 PROBLEMS https://t.co/y7gBfMJX3Y via @BitChute ,Sat Jul 03 15:41:23 +0000 2021,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 0, 0, 1]"
1.4205247141208023e+18,1.416374712381231e+18,DuffmanGay,I would be 100% fine with a vaccine passport (when all are vaccinated). People who truly have a medical exemption for Covid vaccine can easily be accommodated. Anti-vaxxers can live with the restrictions their convictions cause. Win win! #COVID19Aus   https://t.co/Mjm9g4HllJ ,Wed Jul 28 23:20:58 +0000 2021,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"[0, 1, 0, 0, 0, 0, 1]"
1.3643220702141604e+18,1.2664496880242688e+18,fadofthemonth,chinese americans who share sinophobia propaganda and then cry about the spike in sinophobia are pissing me off https://t.co/UZZQTydGpO ,Tue Feb 23 21:11:44 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.4304205446592143e+18,1.140997317106864e+18,gentlamite,"Tedros, you are a fking watchdog for the US and the EU！Is this your fking decision？！There's so much evidence that Fort Detrick is the source of COVID-19. Are you mtfking dumb or blind?😅😅😅@DrTedros ",Wed Aug 25 06:43:28 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.303179742498095e+18,1.2278080543027405e+18,SRT4me84,But at this point in time I think there is only ONE thing anyone can say for certain about #COVID19 is that is has forced people to show their true colors and some ppl you thought you knew may not be who you thought they were!!! 😳 it's sad and unfortunate. #Plandemic #Scamdemic ,Tue Sep 08 03:53:57 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.3988187302016737e+18,1.396490246099923e+18,CzUV8SRpe4tJnhr,"EXCLUSIVE: COVID-19 'has NO credible natural ancestor' and WAS created by Chinese scientists who then tried to cover their tracks with 'retro-engineering' to make it seem like it naturally arose from bats, explosive new study claims https://t.co/83KQBzoFEY ",Sun May 30 01:49:08 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.3966510267325686e+18,1.3865224216419e+18,bmxg001,"Fauci Finally Admits COVID-19 May Have Come From Wuhan Lab, 'Not Convinced' Of Natural Origin  https://t.co/Z9QzyKuwhi ",Mon May 24 02:15:27 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.2979426203840307e+18,41706757.0,magtell,Virginia Plans Mandatory COVID-19 Vaccinations For All Residents https://t.co/tDT8N3URXB via @wakingtimes  #vaxxoff #pharmagreed #greedkills #plandemic #Virginia ,Mon Aug 24 17:03:29 +0000 2020,original,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 1, 0, 1]"
1.3069699241753846e+18,8.168049263197757e+17,kjmarrall,"Twitter is censoring tweets like mine that mentions #LandBanks. This is why the huge push for #SocialDistancing! Get out of your houses, lose the masks &amp; talk face to face! It’s the only way we can bypass the propaganda &amp; get to the truth! #TwitterCensorship #democratcommunists ",Fri Sep 18 14:54:46 +0000 2020,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 1, 0, 0]"
1.432602125939495e+18,1.3210479795586417e+18,testandfly,"With effect from 3 Sept 2021, All travelers (including children) irrespective of vaccination status or country of origin, are required to undergo mandatory screening and a PCR test on arrival at Entebbe Airport at a cost of 250,000 UGX (65 Dollars).Results in 4 hours.  #COVID19 https://t.co/goZopd4qzB ",Tue Aug 31 07:12:17 +0000 2021,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 1, 0, 1]"
1.4016747323245036e+18,1.275089410455937e+18,fredafrog2,"Blinken vows to hold China accountable on COVID origin https://t.co/4KdppuD4l0 via @Yaho Good sword rattling. What are you going to do? Send them a bill? Start a shooting war? By the way, you will never be able to prove covid escaped from their lab. Dumpers will never like you. ",Sun Jun 06 22:57:52 +0000 2021,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.330078427685253e+18,1.1623745978719027e+18,allenow83890817,"Freedom from Fear: John Pilger Discusses Coronavirus Propaganda, Imperialism, and Human Rights https://t.co/4w9omUwY2C via @grtvnews ",Sat Nov 21 09:19:43 +0000 2020,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.285252682140103e+18,78831744.0,Badteacher___,"""Thus even before the historical accident of the outbreak of ""AIDS"" in the gay communities of the West, homosexuality was conceived as a contagion, and the homosexual as a parasite waiting to feed upon the straight body.""  L. Edelman  THE PLAGUE OF DISCOURSE ",Mon Jul 20 16:38:12 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.3314160632847974e+18,1.21319097844344e+18,NosyNicki,NYC Will Have Covid Checkpoints at Key Bridges and Crossings https://t.co/F6mM56eIZo ,Wed Nov 25 01:55:00 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
